Country and territory,Year,GDP per capita,Population (historical estimates)
COL,2005,9524.723,42220944
COL,2006,10039.683,42772912
COL,2007,10602.305,43306592
COL,2008,10846.737,43815316
COL,2009,10894.103,44313916
COL,2010,11191.687,44816104
COL,2011,11788,45308896
COL,2012,12123,45782420
COL,2013,12568,46237928
COL,2014,12972,46677944
COL,2015,13218,47119728
COL,2016,13326,47625960
COL,2017,13358.032,48351668
COL,2018,13545.05,49276968
COL,2019,,50187404
COL,2020,,50930656
COL,2021,,51516560
COM,1950,534,161823
COM,1951,553,165156
COM,1952,559,168309
COM,1953,571,171618
COM,1954,590,174814
COM,1955,596,177891
COM,1956,606,180871
COM,1957,615,184077
COM,1958,618,187652
COM,1959,639,191256
COM,1960,679,194864
COM,1961,671,198633
COM,1962,714,202538
COM,1963,846,206557
COM,1964,888,210672
COM,1965,870,214948
COM,1966,937,219377
COM,1967,952,224329
COM,1968,928,229985
COM,1969,918,236017
COM,1970,961,242362
COM,1971,974,249072
COM,1972,966,256196
COM,1973,1006,263742
COM,1974,1004,271724
COM,1975,1038,280044
COM,1976,1009,288819
COM,1977,966,298166
COM,1978,964,307947
COM,1979,1023,318134
COM,1980,1065,328336
COM,1981,1081,337991
COM,1982,1124,347063
COM,1983,1149,356152
COM,1984,1168,365671
COM,1985,1162,375661
COM,1986,1157,386072
COM,1987,1149,396895
COM,1988,1152,408068
COM,1989,1108,419591
COM,1990,1092,431128
COM,1991,1101.0035,442286
COM,1992,1185.5142,452997
COM,1993,1210.6353,463325
COM,1994,1136.7435,473485
COM,1995,1166.9368,483767
COM,1996,1141.6016,494289
COM,1997,1177.5825,505041
COM,1998,1179.8441,515974
COM,1999,1189.2567,526450
COM,2000,1204.4023,536762
COM,2001,1217.4991,547757
COM,2002,1229.856,559053
COM,2003,1240.0513,570142
COM,2004,1247.2749,581161
COM,2005,1265.6866,592691
COM,2006,1388.0026,604664
COM,2007,1382.5391,616901
COM,2008,1419.3671,629476
COM,2009,1455.2823,642498
COM,2010,1432.5624,656032
COM,2011,1479,670081
COM,2012,1509,684564
COM,2013,1619,699397
COM,2014,1647,714617
COM,2015,1696,730221
COM,2016,1702,746239
COM,2017,1712.8394,761672
COM,2018,1724.4207,776322
COM,2019,,790993
COM,2020,,806168
COM,2021,,821632
COG,1950,1693,835136
COG,1951,1726,853259
COG,1952,1758,872091
COG,1953,1790,891714
COG,1954,1822,912138
COG,1955,1854,933422
COG,1956,1884,955727
COG,1957,1914,979068
COG,1958,1946,1003503
COG,1959,1977,1029056
COG,1960,1999,1055696
COG,1961,2020,1083432
COG,1962,2039,1112347
COG,1963,2059,1142606
COG,1964,2079,1174274
COG,1965,2099,1207417
COG,1966,2157,1242124
COG,1967,2216,1278323
COG,1968,2275,1316130
COG,1969,2335,1355712
COG,1970,2396,1396991
COG,1971,2546,1440168
COG,1972,2582,1485280
COG,1973,2950,1532076
COG,1974,2848,1580286
COG,1975,2745,1624940
COG,1976,2794,1665421
COG,1977,2517,1706186
COG,1978,2595,1747211
COG,1979,2807,1788229
COG,1980,3075,1829262
COG,1981,3625,1870545
COG,1982,4355,1911638
COG,1983,4473,1951854
COG,1984,4664,2001746
COG,1985,4484,2062565
COG,1986,4058,2124873
COG,1987,3953,2188660
COG,1988,3908,2253337
COG,1989,3865,2319181
COG,1990,3794,2385433
COG,1991,3862.5742,2452681
COG,1992,3940.9717,2520964
COG,1993,3874.17,2594181
COG,1994,3635.9893,2669220
COG,1995,3763.5957,2742316
COG,1996,3988.8772,2816600
COG,1997,3899.7627,2875047
COG,1998,4042.7783,2937169
COG,1999,3925.6863,3016661
COG,2000,4159.2227,3134034
COG,2001,4256.6553,3254105
COG,2002,4458.6343,3331170
COG,2003,4467.904,3424664
COG,2004,4560.5127,3543018
COG,2005,4820.7075,3672845
COG,2006,5016.0576,3813325
COG,2007,4844.97,3956337
COG,2008,5081.132,4089607
COG,2009,5379.0044,4257234
COG,2010,5738.163,4437883
COG,2011,5875,4584223
COG,2012,5949,4713260
COG,2013,6031,4828073
COG,2014,6321,4944865
COG,2015,6272,5064390
COG,2016,5974,5186830
COG,2017,5747.0254,5312347
COG,2018,5714.592,5441061
COG,2019,,5570736
COG,2020,,5702183
COG,2021,,5835814
COK,1950,,14703
COK,1951,,15053
COK,1952,,15331
COK,1953,,15594
COK,1954,,15870
COK,1955,,16151
COK,1956,,16437
COK,1957,,16695
COK,1958,,16960
COK,1959,,17283
COK,1960,,17650
COK,1961,,18035
COK,1962,,18286
COK,1963,,18423
COK,1964,,18593
COK,1965,,18789
COK,1966,,19022
COK,1967,,19338
COK,1968,,19697
COK,1969,,20086
COK,1970,,20495
COK,1971,,20872
COK,1972,,20782
COK,1973,,20202
COK,1974,,19554
COK,1975,,18883
COK,1976,,18237
COK,1977,,17894
COK,1978,,17830
COK,1979,,17753
COK,1980,,17675
COK,1981,,17582
COK,1982,,17425
COK,1983,,17204
COK,1984,,16940
COK,1985,,16677
COK,1986,,16518
COK,1987,,16577
COK,1988,,16756
COK,1989,,16942
COK,1990,,17147
COK,1991,,17333
COK,1992,,17481
COK,1993,,17583
COK,1994,,17682
COK,1995,,17758
COK,1996,,17823
COK,1997,,17606
COK,1998,,17092
COK,1999,,16523
COK,2000,,15920
COK,2001,,15320
COK,2002,,15049
COK,2003,,15100
COK,2004,,15135
COK,2005,,15168
COK,2006,,15225
COK,2007,,15533
COK,2008,,16091
COK,2009,,16658
COK,2010,,17237
COK,2011,,17795
COK,2012,,18029
COK,2013,,17940
COK,2014,,17842
COK,2015,,17720
COK,2016,,17572
COK,2017,,17417
COK,2018,,17276
COK,2019,,17133
COK,2020,,17050
COK,2021,,17028
CRI,1950,3129,948490
CRI,1951,3110,979751
CRI,1952,3370,1012955
CRI,1953,3751,1048064
CRI,1954,3649,1085106
CRI,1955,3921,1123989
CRI,1956,3668,1164566
CRI,1957,3835,1207062
CRI,1958,4152,1251612
CRI,1959,4141,1298059
CRI,1960,4328,1346310
CRI,1961,4340,1396142
CRI,1962,4439,1447045
CRI,1963,4653,1498651
CRI,1964,4720,1550664
CRI,1965,4983,1602742
CRI,1966,5193,1654623
CRI,1967,5338,1706067
CRI,1968,5574,1756339
CRI,1969,5773,1805970
CRI,1970,5984,1855704
CRI,1971,6199,1905492
CRI,1972,6564,1955556
CRI,1973,6884,2006254
CRI,1974,7061,2058249
CRI,1975,7007,2111855
CRI,1976,7182,2167549
CRI,1977,7602,2225629
CRI,1978,7763,2286209
CRI,1979,7905,2349262
CRI,1980,7828,2414306
CRI,1981,7461,2481345
CRI,1982,6751,2550786
CRI,1983,6743,2622540
CRI,1984,7065,2696205
CRI,1985,6918,2771467
CRI,1986,7087,2847855
CRI,1987,7221,2924597
CRI,1988,7270,3001463
CRI,1989,7489,3079008
CRI,1990,7567,3158257
CRI,1991,7552.3623,3239419
CRI,1992,8038.7676,3321943
CRI,1993,8363.483,3405376
CRI,1994,8479.568,3489158
CRI,1995,8576.423,3572855
CRI,1996,8446.781,3656235
CRI,1997,8683.948,3739425
CRI,1998,9053.852,3821428
CRI,1999,9183.895,3901431
CRI,2000,9319.767,3979189
CRI,2001,9451.615,4053223
CRI,2002,9591.554,4122628
CRI,2003,9831.25,4188609
CRI,2004,10086.784,4252803
CRI,2005,10308.374,4315894
CRI,2006,10880.477,4378170
CRI,2007,11584.677,4440023
CRI,2008,11935.158,4501921
CRI,2009,11638.002,4563131
CRI,2010,12031.571,4622250
CRI,2011,12366,4679927
CRI,2012,12792,4736593
CRI,2013,12916,4791541
CRI,2014,13222,4844293
CRI,2015,13677,4895241
CRI,2016,14098,4945205
CRI,2017,14470.777,4993849
CRI,2018,14686.254,5040738
CRI,2019,,5084527
CRI,2020,,5123107
CRI,2021,,5153959
CIV,1950,1659,2736917
CIV,1951,1686,2814326
CIV,1952,1714,2893690
CIV,1953,1741,2976276
CIV,1954,1769,3062946
CIV,1955,1796,3154287
CIV,1956,1824,3251080
CIV,1957,1852,3353895
CIV,1958,1879,3463233
CIV,1959,1898,3580599
CIV,1960,2002,3708671
CIV,1961,2114,3848343
CIV,1962,2128,3998295
CIV,1963,2378,4156459
CIV,1964,2691,4321374
CIV,1965,2520,4492892
CIV,1966,2595,4671204
CIV,1967,2509,4856686
CIV,1968,2758,5050117
CIV,1969,2737,5255150
CIV,1970,2882,5477085
CIV,1971,2874,5718872
CIV,1972,2887,5979988
CIV,1973,2974,6257381
CIV,1974,2931,6548928
CIV,1975,2812,6853986
CIV,1976,3017,7142694
CIV,1977,3033,7415901
CIV,1978,3202,7700819
CIV,1979,3139,7996373
CIV,1980,3253,8303818
CIV,1981,3242,8621617
CIV,1982,3131,8948124
CIV,1983,2901,9282053
CIV,1984,2703,9621410
CIV,1985,2735,9964075
CIV,1986,2718,10309440
CIV,1987,2579,10663504
CIV,1988,2444,11043200
CIV,1989,2343,11462955
CIV,1990,2083,11910540
CIV,1991,2036.2988,12369273
CIV,1992,2011.5695,12838315
CIV,1993,1983.2336,13316449
CIV,1994,1951.5408,13802283
CIV,1995,2035.1682,14299727
CIV,1996,2179.0356,14810945
CIV,1997,2288.8086,15335461
CIV,1998,2393.499,15858988
CIV,1999,2417.4575,16345895
CIV,2000,2352.8562,16799664
CIV,2001,2342.8274,17245470
CIV,2002,2298.4565,17683904
CIV,2003,2263.0925,18116450
CIV,2004,2280.788,18544900
CIV,2005,2312.8425,18970216
CIV,2006,2343.927,19394062
CIV,2007,2380.1155,19817700
CIV,2008,2435.2705,20244452
CIV,2009,2508.822,20677762
CIV,2010,2555.0164,21120040
CIV,2011,2444,21562916
CIV,2012,2636,22010708
CIV,2013,2823,22469272
CIV,2014,3011,22995554
CIV,2015,3218,23596738
CIV,2016,3395,24213620
CIV,2017,3558.8381,24848024
CIV,2018,3713.6436,25493990
CIV,2019,,26147544
CIV,2020,,26811792
CIV,2021,,27478250
HRV,1950,,3864694
HRV,1951,,3900326
HRV,1952,2738,3935779
HRV,1953,2952,3973454
HRV,1954,3193,4011875
HRV,1955,3749,4049662
HRV,1956,3564,4085637
HRV,1957,4203,4119361
HRV,1958,4285,4151532
HRV,1959,4640,4183289
HRV,1960,5067,4215334
HRV,1961,5404,4247853
HRV,1962,5509,4280076
HRV,1963,6059,4311044
HRV,1964,6591,4341052
HRV,1965,6741,4371387
HRV,1966,7184,4401777
HRV,1967,7382,4429806
HRV,1968,7667,4454147
HRV,1969,8209,4474894
HRV,1970,8751,4492641
HRV,1971,9414,4509278
HRV,1972,9631,4526430
HRV,1973,9969,4544138
HRV,1974,10786,4561866
HRV,1975,11053,4579433
HRV,1976,11469,4597197
HRV,1977,12385,4615728
HRV,1978,13265,4635779
HRV,1979,13994,4657519
HRV,1980,14193,4680144
HRV,1981,14182,4703986
HRV,1982,14123,4728727
HRV,1983,13841,4751896
HRV,1984,14104,4776375
HRV,1985,14067,4803331
HRV,1986,14416,4828686
HRV,1987,14362,4849966
HRV,1988,14207,4865827
HRV,1989,13959,4874189
HRV,1990,12948,4873705
HRV,1991,10296.19,4844526
HRV,1992,9331.893,4798318
HRV,1993,8739.54,4792409
HRV,1994,9352.584,4819431
HRV,1995,10180.252,4807100
HRV,1996,11030.079,4758624
HRV,1997,11997.593,4711373
HRV,1998,12476.047,4659937
HRV,1999,12579.877,4605329
HRV,2000,13244.541,4548438
HRV,2001,13817.681,4506760
HRV,2002,14683.838,4482874
HRV,2003,15740.499,4461141
HRV,2004,16628.574,4443351
HRV,2005,17581.36,4429687
HRV,2006,18707.49,4417562
HRV,2007,19984.037,4405542
HRV,2008,20717.316,4393666
HRV,2009,19501.588,4382142
HRV,2010,19511.35,4368680
HRV,2011,19813,4351838
HRV,2012,19441,4331592
HRV,2013,19298,4308854
HRV,2014,19284,4283968
HRV,2015,19698,4254821
HRV,2016,20376,4223748
HRV,2017,21232.361,4192468
HRV,2018,22012.314,4160488
HRV,2019,,4129749
HRV,2020,,4096872
HRV,2021,,4060139
CUB,1950,2638,5926656
CUB,1951,2664,6047906
CUB,1952,2844,6170597
CUB,1953,2611,6296741
CUB,1954,2611,6426524
CUB,1955,2638,6559586
CUB,1956,2740,6695382
CUB,1957,2922,6833754
CUB,1958,2922,6974869
CUB,1959,3006,7119352
CUB,1960,2994,7267396
CUB,1961,3068,7418523
CUB,1962,2974,7574268
CUB,1963,2958,7736355
CUB,1964,3158,7902291
CUB,1965,3088,8067660
CUB,1966,3185,8230454
CUB,1967,3489,8390964
CUB,1968,3229,8550289
CUB,1969,3137,8709654
CUB,1970,2976,8869642
CUB,1971,3161,9025715
CUB,1972,3253,9169294
CUB,1973,3486,9297927
CUB,1974,3609,9413106
CUB,1975,3733,9514307
CUB,1976,3786,9600861
CUB,1977,3913,9672548
CUB,1978,4114,9729986
CUB,1979,4183,9774711
CUB,1980,4106,9809115
CUB,1981,4420,9848561
CUB,1982,4487,9908882
CUB,1983,4705,9984591
CUB,1984,5051,10065537
CUB,1985,5120,10149048
CUB,1986,5075,10235476
CUB,1987,4887,10326905
CUB,1988,4994,10425438
CUB,1989,4991,10527187
CUB,1990,4713,10626679
CUB,1991,3982.2656,10713809
CUB,1992,3399.9646,10783745
CUB,1993,2657.466,10840934
CUB,1994,2683.0984,10887204
CUB,1995,2860.7573,10926708
CUB,1996,3249.6353,10963036
CUB,1997,3425.5618,10998130
CUB,1998,3415.5452,11033762
CUB,1999,3623.5955,11070093
CUB,2000,4009.3398,11105799
CUB,2001,4231.3237,11139130
CUB,2002,4369.0405,11170054
CUB,2003,4506.676,11199215
CUB,2004,4561.0166,11225296
CUB,2005,4713.7065,11246113
CUB,2006,5416.141,11260636
CUB,2007,5635.6885,11269890
CUB,2008,6004.894,11276607
CUB,2009,6248.304,11283184
CUB,2010,6578.1904,11290420
CUB,2011,6928,11298713
CUB,2012,7138,11309292
CUB,2013,7379,11321583
CUB,2014,7628,11332030
CUB,2015,7889,11339888
CUB,2016,8000,11342012
CUB,2017,8141.7437,11336405
CUB,2018,8325.631,11328243
CUB,2019,,11316699
CUB,2020,,11300695
CUB,2021,,11256373
CUW,1950,,100086
CUW,1951,,103474
CUW,1952,,106074
CUW,1953,,108799
CUW,1954,,111666
CUW,1955,,114672
CUW,1956,,117848
CUW,1957,,121207
CUW,1958,,124770
CUW,1959,,128522
CUW,1960,,131282
CUW,1961,,133121
CUW,1962,,135109
CUW,1963,,137103
CUW,1964,,139091
CUW,1965,,141059
CUW,1966,,143027
CUW,1967,,144966
CUW,1968,,146866
CUW,1969,,148683
CUW,1970,,150395
CUW,1971,,151979
CUW,1972,,153253
CUW,1973,,154107
CUW,1974,,154695
CUW,1975,,155163
CUW,1976,,155561
CUW,1977,,155928
CUW,1978,,156267
CUW,1979,,156580
CUW,1980,,156859
CUW,1981,,157038
CUW,1982,,157054
CUW,1983,,156974
CUW,1984,,156817
CUW,1985,,156648
CUW,1986,,156467
CUW,1987,,156270
CUW,1988,,156061
CUW,1989,,155781
CUW,1990,,155461
CUW,1991,,155033
CUW,1992,,154387
CUW,1993,,153396
CUW,1994,,152103
CUW,1995,,150604
CUW,1996,,148955
CUW,1997,,147160
CUW,1998,,145264
CUW,1999,,143262
CUW,2000,,141433
CUW,2001,,140643
CUW,2002,,141394
CUW,2003,,143121
CUW,2004,,145090
CUW,2005,,147275
CUW,2006,,149671
CUW,2007,,152135
CUW,2008,,154598
CUW,2009,,157018
CUW,2010,,159392
CUW,2011,,161681
CUW,2012,,163960
CUW,2013,,166148
CUW,2014,,168034
CUW,2015,,169588
CUW,2016,,170752
CUW,2017,,171543
CUW,2018,,184734
CUW,2019,,193119
CUW,2020,,189298
CUW,2021,,190348
CYP,1950,2885,493969
CYP,1951,2782,501289
CYP,1952,3017,508981
CYP,1953,3274,517026
CYP,1954,3287,525406
CYP,1955,3360,534130
CYP,1956,3688,543259
CYP,1957,3848,552890
CYP,1958,3660,563159
CYP,1959,3814,574163
CYP,1960,3496,585727
CYP,1961,3845,594777
CYP,1962,4211,601109
CYP,1963,4423,607079
CYP,1964,3971,612349
CYP,1965,4825,617353
CYP,1966,5083,622575
CYP,1967,5732,627698
CYP,1968,5947,632456
CYP,1969,6446,636830
CYP,1970,6590,640804
CYP,1971,7382,644416
CYP,1972,7809,647632
CYP,1973,7913,650706
CYP,1974,6503,648594
CYP,1975,5528,644990
CYP,1976,6652,648876
CYP,1977,7704,656421
CYP,1978,8257,663977
CYP,1979,9011,671622
CYP,1980,9451,679336
CYP,1981,9631,687179
CYP,1982,10131,696237
CYP,1983,10544,707484
CYP,1984,11330,719687
CYP,1985,11725,731670
CYP,1986,12121,743451
CYP,1987,12792,755031
CYP,1988,13748,766417
CYP,1989,14712,777599
CYP,1990,15560,788501
CYP,1991,15417.124,799067
CYP,1992,16570.396,810435
CYP,1993,16439.24,825993
CYP,1994,17210.986,844452
CYP,1995,18751.486,862419
CYP,1996,18875.29,880064
CYP,1997,19264.787,897476
CYP,1998,20212.738,914667
CYP,1999,21147.525,931612
CYP,2000,22326.799,948238
CYP,2001,23095.736,964838
CYP,2002,23828.072,982202
CYP,2003,24347.076,1000355
CYP,2004,25355.24,1018688
CYP,2005,26164.209,1037070
CYP,2006,27142.018,1055445
CYP,2007,28109.996,1073875
CYP,2008,28736.975,1092402
CYP,2009,27735.033,1110979
CYP,2010,27630.104,1129693
CYP,2011,27272,1145090
CYP,2012,26011,1156556
CYP,2013,24519,1166972
CYP,2014,24411,1176997
CYP,2015,24963,1187286
CYP,2016,25577,1197889
CYP,2017,26445.287,1208527
CYP,2018,27184.416,1218834
CYP,2019,,1228840
CYP,2020,,1237540
CYP,2021,,1244193
CZE,1950,,8916638
CZE,1951,,8996949
CZE,1952,,9076535
CZE,1953,,9151640
CZE,1954,,9220465
CZE,1955,,9288978
CZE,1956,,9357541
CZE,1957,,9418157
CZE,1958,,9468437
CZE,1959,,9506695
CZE,1960,,9539362
CZE,1961,,9570406
CZE,1962,,9594141
CZE,1963,,9623937
CZE,1964,,9664982
CZE,1965,,9702728
CZE,1966,,9731810
CZE,1967,,9754254
CZE,1968,,9770101
CZE,1969,,9782559
CZE,1970,8748,9795750
CZE,1971,9177,9816554
CZE,1972,9626,9851274
CZE,1973,10026,9900301
CZE,1974,10444,9960863
CZE,1975,10954,10025718
CZE,1976,11317,10088047
CZE,1977,11634,10144498
CZE,1978,12055,10195871
CZE,1979,12164,10241207
CZE,1980,12336,10270060
CZE,1981,12306,10283841
CZE,1982,12109,10293692
CZE,1983,12301,10298165
CZE,1984,12573,10299713
CZE,1985,12855,10302326
CZE,1986,13211,10302678
CZE,1987,13514,10302081
CZE,1988,13791,10304147
CZE,1989,14027,10304498
CZE,1990,14178,10301190
CZE,1991,12724.541,10303359
CZE,1992,12810.432,10310956
CZE,1993,12974.197,10318915
CZE,1994,13517.582,10321309
CZE,1995,14550.1045,10311702
CZE,1996,15386.32,10295653
CZE,1997,15494.317,10279042
CZE,1998,15657.426,10263837
CZE,1999,16102.508,10249145
CZE,2000,17056.16,10234712
CZE,2001,17868.568,10230273
CZE,2002,18431.027,10238170
CZE,2003,19344.09,10248039
CZE,2004,20555.035,10261003
CZE,2005,22128.58,10280122
CZE,2006,23888.164,10304822
CZE,2007,25382.807,10337831
CZE,2008,26186.045,10378586
CZE,2009,25093.863,10421515
CZE,2010,25922.395,10464750
CZE,2011,26725,10496379
CZE,2012,26474,10511065
CZE,2013,26338,10514547
CZE,2014,27024,10517178
CZE,2015,28194,10523801
CZE,2016,28823,10527584
CZE,2017,29997.758,10531315
CZE,2018,30748.508,10534598
CZE,2019,,10536876
CZE,2020,,10530951
CZE,2021,,10510748
COD,1950,909,12295748
COD,1951,995,12545795
COD,1952,1065,12807615
COD,1953,1105,13074604
COD,1954,1148,13349701
COD,1955,1170,13638430
COD,1956,1224,13939102
COD,1957,1237,14252674
COD,1958,1176,14569216
COD,1959,1191,14903608
COD,1960,1192,15276558
COD,1961,1041,15673288
COD,1962,1223,16086081
COD,1963,1248,16517990
COD,1964,1191,16965852
COD,1965,1176,17438258
COD,1966,1224,17941740
COD,1967,1176,18472108
COD,1968,1189,19022798
COD,1969,1262,19583128
COD,1970,1224,20151742
COD,1971,1267,20712952
COD,1972,1235,21273414
COD,1973,1305,21853908
COD,1974,1312,22448416
COD,1975,1213,23052716
COD,1976,1111,23655016
COD,1977,1086,24256460
COD,1978,993,25015242
COD,1979,961,25902756
COD,1980,953,26708692
COD,1981,950,27457786
COD,1982,920,28219220
COD,1983,909,29005180
COD,1984,932,29879850
COD,1985,909,30800062
COD,1986,923,31725136
COD,1987,918,32712580
COD,1988,894,33750044
COD,1989,861,34825892
COD,1990,813,35987544
COD,1991,737.9345,37194820
COD,1992,656.6917,38332300
COD,1993,563.7109,39580848
COD,1994,525.3887,41511988
COD,1995,531.9909,43285788
COD,1996,523.8681,44118716
COD,1997,489.6422,44822200
COD,1998,472.924,45895532
COD,1999,452.0044,47227236
COD,2000,414.0469,48616328
COD,2001,403.6019,50106660
COD,2002,413.8252,51662080
COD,2003,436.0285,53205640
COD,2004,463.997,54815608
COD,2005,490.6905,56550244
COD,2006,515.2584,58381636
COD,2007,546.0368,60289424
COD,2008,578.8487,62249724
COD,2009,595.0161,64270236
COD,2010,637.1298,66391260
COD,2011,681,68654272
COD,2012,710,70997872
COD,2013,751,73460032
COD,2014,802,76035592
COD,2015,836,78656904
COD,2016,836,81430976
COD,2017,838.7815,84283272
COD,2018,859.3817,87087352
COD,2019,,89906896
COD,2020,,92853168
COD,2021,,95894120
DNK,1950,11067,4267702
DNK,1951,11056,4299583
DNK,1952,11086,4330760
DNK,1953,11623,4362493
DNK,1954,11749,4394327
DNK,1955,11788,4426513
DNK,1956,11858,4459563
DNK,1957,12696,4491048
DNK,1958,12903,4521333
DNK,1959,13767,4551440
DNK,1960,14046,4581730
DNK,1961,14843,4613437
DNK,1962,15537,4645997
DNK,1963,15513,4680814
DNK,1964,16832,4718021
DNK,1965,17459,4756336
DNK,1966,17789,4796410
DNK,1967,18230,4834734
DNK,1968,18868,4867744
DNK,1969,19974,4896156
DNK,1970,20221,4922968
DNK,1971,20617,4951490
DNK,1972,21579,4981082
DNK,1973,22228,5008581
DNK,1974,21919,5033574
DNK,1975,21712,5058203
DNK,1976,23059,5078773
DNK,1977,23360,5094605
DNK,1978,23632,5108931
DNK,1979,24409,5119417
DNK,1980,24272,5125397
DNK,1981,24063,5126983
DNK,1982,24807,5126402
DNK,1983,25450,5124341
DNK,1984,26581,5121317
DNK,1985,27710,5119453
DNK,1986,28681,5119368
DNK,1987,28728,5121515
DNK,1988,29049,5126107
DNK,1989,29108,5133937
DNK,1990,29412,5144626
DNK,1991,29915.447,5158325
DNK,1992,30573.574,5175466
DNK,1993,30649.537,5193776
DNK,1994,32359.297,5213801
DNK,1995,33356.14,5235205
DNK,1996,34325.44,5256002
DNK,1997,35499.062,5277385
DNK,1998,36361.23,5298991
DNK,1999,37523.426,5319856
DNK,2000,39021.176,5340662
DNK,2001,39425.863,5360753
DNK,2002,39709.37,5378700
DNK,2003,39983.145,5396355
DNK,2004,41178.562,5415583
DNK,2005,42264.63,5436314
DNK,2006,44025.484,5457863
DNK,2007,44481.47,5479722
DNK,2008,44246.4,5502752
DNK,2009,42090.17,5526455
DNK,2010,42932.4,5550850
DNK,2011,43575,5576016
DNK,2012,43510,5600955
DNK,2013,43733,5625393
DNK,2014,44241,5650654
DNK,2015,44635,5677795
DNK,2016,44836,5706856
DNK,2017,45455.555,5737286
DNK,2018,46312.344,5766689
DNK,2019,,5795879
DNK,2020,,5825638
DNK,2021,,5854246
DJI,1950,3459,62351
DJI,1951,3566,64334
DJI,1952,3585,66380
DJI,1953,3633,68509
DJI,1954,3743,70731
DJI,1955,3765,73010
DJI,1956,3810,75391
DJI,1957,3848,77865
DJI,1958,3840,80411
DJI,1959,3948,83041
DJI,1960,4087,85956
DJI,1961,4114,89284
DJI,1962,4057,93138
DJI,1963,4092,97682
DJI,1964,4055,102956
DJI,1965,4047,108788
DJI,1966,4063,114885
DJI,1967,4055,121177
DJI,1968,4028,127684
DJI,1969,4018,135404
DJI,1970,4774,144393
DJI,1971,4846,154236
DJI,1972,4787,165247
DJI,1973,4801,177334
DJI,1974,4414,191402
DJI,1975,4691,208591
DJI,1976,4878,229316
DJI,1977,4036,253092
DJI,1978,3419,278438
DJI,1979,3308,302869
DJI,1980,3167,324130
DJI,1981,3091,341325
DJI,1982,3043,355119
DJI,1983,2963,367734
DJI,1984,2944,382169
DJI,1985,2880,400717
DJI,1986,2743,424292
DJI,1987,2670,452286
DJI,1988,2652,482344
DJI,1989,2436,521114
DJI,1990,2308,577183
